rank,name,com_domain,com_status,se_domain,se_status,score,length,bolagsverket_url,tmview_url,checked_at_utc,notes
1,Lind Pine,lindpine.com,available,lindpine.se,available,114.1,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Pine,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
2,Norr Pine,norrpine.com,available,norrpine.se,available,114.1,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Pine,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
3,Lind Loom,lindloom.com,available,lindloom.se,available,112.0,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Loom,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
4,Lindell & Co,lindellco.com,available,lindellco.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+%26+Co,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
5,Lind Frame,lindframe.com,available,lindframe.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Frame,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
6,Lind Slate,lindslate.com,available,lindslate.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Slate,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
7,Lind Relay,lindrelay.com,available,lindrelay.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Relay,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
8,Norr House,norrhouse.com,available,norrhouse.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+House,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
9,Norr Frame,norrframe.com,available,norrframe.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Frame,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
10,Norr Forge,norrforge.com,available,norrforge.se,available,109.9,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Forge,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
11,Lind Craft,lindcraft.com,available,lindcraft.se,available,104.6,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Craft,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
12,Lind Birch,lindbirch.com,available,lindbirch.se,available,104.6,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Birch,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
13,Lind Draft,linddraft.com,available,linddraft.se,available,104.6,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Draft,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
14,Norr Craft,norrcraft.com,available,norrcraft.se,available,104.6,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Craft,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
15,Lind Union,lindunion.com,available,lindunion.se,available,104.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Union,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
16,Norr Atlas,norratlas.com,available,norratlas.se,available,104.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Atlas,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
17,Lindell House,lindellhouse.com,available,lindellhouse.se,available,103.7,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+House,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
18,Lindell Frame,lindellframe.com,available,lindellframe.se,available,103.7,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Frame,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
19,Lindell Forge,lindellforge.com,available,lindellforge.se,available,103.7,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Forge,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
20,Lindell Stone,lindellstone.com,available,lindellstone.se,available,103.7,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Stone,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
21,Lindell Slate,lindellslate.com,available,lindellslate.se,available,103.7,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Slate,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
22,Lindell Relay,lindellrelay.com,available,lindellrelay.se,available,103.7,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Relay,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
23,Lindell Studio,lindellstudio.com,available,lindellstudio.se,available,103.3,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Studio,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
24,Lindell Company,lindellcompany.com,available,lindellcompany.se,available,102.6,14,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Company,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
25,Lindell Foundry,lindellfoundry.com,available,lindellfoundry.se,available,102.4,14,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Foundry,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
26,Lindell Line,lindellline.com,available,lindellline.se,available,102.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Line,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
27,Lindell Pine,lindellpine.com,available,lindellpine.se,available,102.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Pine,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
28,Lind Foundry,lindfoundry.com,available,lindfoundry.se,available,101.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Foundry,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
29,Lindell Office,lindelloffice.com,available,lindelloffice.se,available,101.4,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Office,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
30,Lindell Motive,lindellmotive.com,available,lindellmotive.se,available,101.4,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Motive,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
31,Lindell Current,lindellcurrent.com,available,lindellcurrent.se,available,100.9,14,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Current,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
32,Lindell Systems,lindellsystems.com,available,lindellsystems.se,available,100.9,14,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Systems,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
33,Lind Office,lindoffice.com,available,lindoffice.se,available,100.8,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Office,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
34,Lind Motive,lindmotive.com,available,lindmotive.se,available,100.8,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Motive,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
35,Norr Office,norroffice.com,available,norroffice.se,available,100.8,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Office,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
36,Pine Office,pineoffice.com,available,pineoffice.se,available,100.8,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Pine+Office,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
37,Lindell Form,lindellform.com,available,lindellform.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Form,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
38,Lindell Mark,lindellmark.com,available,lindellmark.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Mark,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
39,Lindell Loom,lindellloom.com,available,lindellloom.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Loom,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
40,Lindell Labs,lindelllabs.com,available,lindelllabs.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Labs,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
41,Lind Current,lindcurrent.com,available,lindcurrent.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Current,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
42,Lind Network,lindnetwork.com,available,lindnetwork.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Network,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
43,Baltic Field,balticfield.com,available,balticfield.se,available,100.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Baltic+Field,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
44,Lindell Bureau,lindellbureau.com,available,lindellbureau.se,available,100.3,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Bureau,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
45,Lindell Nordic,lindellnordic.com,available,lindellnordic.se,available,100.1,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Nordic,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
46,Lindell Signal,lindellsignal.com,available,lindellsignal.se,available,100.1,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Signal,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
47,Lindell Harbor,lindellharbor.com,available,lindellharbor.se,available,100.1,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Harbor,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
48,Lindell Common,lindellcommon.com,available,lindellcommon.se,available,100.1,13,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Common,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
49,Lind Nordic,lindnordic.com,available,lindnordic.se,available,100.1,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Nordic,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
50,Lind Signal,lindsignal.com,available,lindsignal.se,available,100.1,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Signal,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
51,Lind Harbor,lindharbor.com,available,lindharbor.se,available,100.1,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Harbor,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
52,Lind Common,lindcommon.com,available,lindcommon.se,available,100.1,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Common,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
53,Norr Harbor,norrharbor.com,available,norrharbor.se,available,100.1,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Harbor,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
54,Lindell Standard,lindellstandard.com,available,lindellstandard.se,available,100.0,15,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Standard,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
55,Lindell Projects,lindellprojects.com,available,lindellprojects.se,available,100.0,15,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Projects,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
56,Baltic Office,balticoffice.com,available,balticoffice.se,available,100.0,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Baltic+Office,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
57,Lind Bureau,lindbureau.com,available,lindbureau.se,available,99.7,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Bureau,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
58,Norr Bureau,norrbureau.com,available,norrbureau.se,available,99.7,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Bureau,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
59,Lindell Works,lindellworks.com,available,lindellworks.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Works,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
60,Lindell North,lindellnorth.com,available,lindellnorth.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+North,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
61,Lindell Field,lindellfield.com,available,lindellfield.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Field,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
62,Lindell Craft,lindellcraft.com,available,lindellcraft.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Craft,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
63,Lindell Birch,lindellbirch.com,available,lindellbirch.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Birch,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
64,Lindell Draft,lindelldraft.com,available,lindelldraft.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lindell+Draft,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
65,Lind Standard,lindstandard.com,available,lindstandard.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lind+Standard,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
66,Norr Standard,norrstandard.com,available,norrstandard.se,available,99.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Norr+Standard,2026-07-30T13:22:30+00:00,.com verkar ledig; .se verkar ledig
